orderid,orderdate,unitcost,price,orderqty,costofsales,productname,brandname,state,revenue,Profit
3183,6/26/2013,291.2617954,369,12,3495.141545,"SV Car Video LCD7 M7002 Black","Southridge Video",Gombe,4428.00,932.86
7460,1/14/2012,73.67593931,369,12,884.1112717,"SV Car Video LCD7 M7003 Black","Southridge Video",Kwara,4428.00,3543.89
1804,4/30/2012,87.60769726,369,10,876.0769726,"SV Car Video LCD7 M7003 Black","Southridge Video",Kaduna,3690.00,2813.92
2660,6/20/2014,201.0243267,369,12,2412.29192,"SV Car Video LCD7 M7003 Black","Southridge Video",Ekiti,4428.00,2015.71
2693,03-09-13,107.7712191,369,10,1077.712191,"SV Car Video LCD7 M7003 Black","Southridge Video",Taraba,3690.00,2612.29
2787,03-10-12,151.7688322,500,10,1517.688322,"SV Car Video LCD7W M7080 Silver","Southridge Video",Gombe,5000.00,3482.31
7633,1/13/2013,135.7874704,499,9,1222.087233,"SV Car Video LCD7W M7081 Silver","Southridge Video",Rivers,4491.00,3268.91
1004,03-01-14,395.2171344,499,12,4742.605613,"SV Car Video LCD7W M7081 Silver","Southridge Video",Ondo,5988.00,1245.39
3111,01-06-14,152.4756668,499,36,5489.124005,"SV Car Video LCD7W M7081 Silver","Southridge Video",Imo,17964.00,12474.88
2450,5/15/2012,9.69154378,299,10,96.9154378,"SV Car Video TFT7 M7000 Silver","Southridge Video",Kaduna,2990.00,2893.08
2534,07-02-14,122.8750854,299,10,1228.750854,"SV Car Video TFT7 M7000 Silver","Southridge Video",Osun,2990.00,1761.25
7362,12/25/2012,169.4445368,269,9,1525.000831,"SV Car Video TFT6.2W E6282 Silver","Southridge Video","Akwa Ibom",2421.00,896.00
7716,4/13/2013,212.0625736,269,10,2120.625736,"SV Car Video TFT6.2W E6282 Silver","Southridge Video",Ebonyi,2690.00,569.37
1410,12-07-12,70.28079057,309,13,913.6502774,"SV Car Video TFT7 M7001 Silver","Southridge Video",Plateau,4017.00,3103.35
1933,03-09-14,56.10209873,309,12,673.2251848,"SV Car Video TFT7 M7001 Silver","Southridge Video",Delta,3708.00,3034.77
2180,9/14/2012,41.26294998,309,10,412.6294998,"SV Car Video TFT7 M7001 Silver","Southridge Video",Edo,3090.00,2677.37
2634,5/24/2013,87.83116551,309,12,1053.973986,"SV Car Video TFT7 M7001 Silver","Southridge Video",Bauchi,3708.00,2654.03
991,9/18/2012,40.3898733,199,5,201.9493665,"SV Car Video AM/FM E1000 Silver","Southridge Video",Nasarawa,995.00,793.05
2755,03-05-12,109.2224895,199,5,546.1124475,"SV Car Video AM/FM E1000 Silver","Southridge Video","Cross River",995.00,448.89
7558,10/18/2012,217.653844,319,13,2829.499972,"SV Car Video TFT7 M7002 Silver","Southridge Video",Benue,4147.00,1317.50
1284,5/19/2012,90.01856104,319,10,900.1856104,"SV Car Video TFT7 M7002 Silver","Southridge Video",Ondo,3190.00,2289.81
1767,01-12-13,75.99620992,319,9,683.9658893,"SV Car Video TFT7 M7002 Silver","Southridge Video",Plateau,2871.00,2187.03
2012,03-01-13,414.0846247,869,9,3726.761623,"SV Car Video LCD9.2W X9281 Silver","Southridge Video",Delta,7821.00,4094.24
2195,12/13/2013,59.66167661,77.68,18,1073.910179,"SV Car Video LCD7 M7002 Silver","Southridge Video",Abia,1398.24,324.33
1863,2/24/2012,312.1397673,369,12,3745.677208,"SV Car Video LCD7 M7003 Silver","Southridge Video",Ondo,4428.00,682.32
3032,5/20/2014,337.0867833,369,12,4045.041399,"SV Car Video LCD7 M7003 Silver","Southridge Video",Bayelsa,4428.00,382.96
7589,5/31/2012,98.24207263,499,10,982.4207263,"SV Car Video LCD7W M7081 Brown","Southridge Video",Ogun,4990.00,4007.58
1659,12-11-11,168.2779541,499,36,6058.006349,"SV Car Video LCD7W M7081 Brown","Southridge Video",Oyo,17964.00,11905.99
2239,11/25/2012,256.6289123,499,8,2053.031298,"SV Car Video LCD7W M7081 Brown","Southridge Video",Edo,3992.00,1938.97
2730,12/21/2013,154.7572807,499,13,2011.844649,"SV Car Video LCD7W M7081 Brown","Southridge Video",Gombe,6487.00,4475.16
2750,11/26/2014,148.4242099,499,13,1929.514729,"SV Car Video LCD7W M7081 Brown","Southridge Video",Bayelsa,6487.00,4557.49
2257,12/31/2011,216.4000667,299,9,1947.6006,"SV Car Video TFT7 M7000 Brown","Southridge Video",Benue,2691.00,743.40
7307,11-01-14,2.634697265,279,26,68.50212889,"SV Car Video TFT6.2W E6280 Brown","Southridge Video",Bayelsa,7254.00,7185.50
2223,4/16/2012,151.8150948,279,5,759.0754739,"SV Car Video TFT6.2W E6280 Brown","Southridge Video","Zamfara ",1395.00,635.92
3328,4/23/2012,4.203268542,259,5,21.01634271,"SV Car Video TFT6.2W E6281 Brown","Southridge Video",Plateau,1295.00,1273.98
7372,05-07-12,14.51018752,269,5,72.55093762,"SV Car Video TFT6.2W E6282 Brown","Southridge Video",Osun,1345.00,1272.45
1041,5/27/2012,166.2006644,269,5,831.0033221,"SV Car Video TFT6.2W E6282 Brown","Southridge Video",Osun,1345.00,514.00
908,10-11-12,140.8815493,309,26,3662.920281,"SV Car Video TFT7 M7001 Brown","Southridge Video",Katsina,8034.00,4371.08
1770,4/13/2014,246.8747239,309,12,2962.496687,"SV Car Video TFT7 M7001 Brown","Southridge Video",Ebonyi,3708.00,745.50
615,11/30/2013,86.22479846,199,13,1120.92238,"SV Car Video AM/FM E1000 Brown","Southridge Video",Plateau,2587.00,1466.08
2467,11-07-13,6.770989807,39.9,13,88.02286749,"Contoso Leather Case - case for digital photo camera X20 White",Contoso,Delta,518.70,430.68
822,10/16/2014,17.47271087,19.9,26,454.2904827,"Contoso Battery charger - bike E200 White",Contoso,Borno,517.40,63.11
1299,08-02-14,19.56127185,19.9,18,352.1028934,"Contoso Battery charger - bike E200 White",Contoso,Rivers,358.20,6.10
7678,06-03-12,10.73890513,15.5,5,53.69452564,"Contoso USB Optical Mouse E200 White",Contoso,Nasarawa,77.50,23.81
394,05-05-13,11.31663666,15.5,10,113.1663666,"Contoso USB Optical Mouse E200 White",Contoso,Plateau,155.00,41.83
781,02-02-14,12.53912298,15.5,18,225.7042136,"Contoso USB Optical Mouse E200 White",Contoso,Edo,279.00,53.30
1408,11-07-14,14.46320326,15.9,26,376.0432846,"Contoso USB Wave Multi-media Keyboard E280 White",Contoso,Rivers,413.40,37.36
1945,09-04-13,2.732602933,15.9,9,24.5934264,"Contoso USB Wave Multi-media Keyboard E280 White",Contoso,Ekiti,143.10,118.51
2136,11-12-13,0.923263566,15.9,13,12.00242636,"Contoso USB Wave Multi-media Keyboard E280 White",Contoso,"Cross River",206.70,194.70
2346,08-04-13,0.540130797,15.9,10,5.401307973,"Contoso USB Wave Multi-media Keyboard E280 White",Contoso,Nasarawa,159.00,153.60
702,11/17/2012,3.173023216,11.9,6,19.03813929,"Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White",Contoso,Plateau,71.40,52.36
1459,02-11-12,11.1646661,11.9,6,66.98799661,"Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White",Contoso,Ogun,71.40,4.41
2224,6/17/2012,3.776900071,11.9,5,18.88450036,"Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White",Contoso,Jigawa,59.50,40.62
1835,01-07-12,8.455529942,12.95,6,50.73317965,"Contoso Rechargeable Battery E100 Grey",Contoso,Ogun,77.70,26.97
2995,10/28/2012,12.69488259,12.95,6,76.16929552,"Contoso Rechargeable Battery E100 Grey",Contoso,Edo,77.70,1.53
2997,1/30/2013,27.10669773,39.9,9,243.9602796,"Contoso Dual USB Power Adapter - power adapter E300 Grey",Contoso,Ogun,359.10,115.14
2421,06-09-14,8.855970349,19.95,12,106.2716442,"Contoso Car power adapter M90 Grey",Contoso,Sokoto,239.40,133.13
736,6/19/2014,10.0026692,16.5,12,120.0320304,"Contoso Notebook Peripheral Kit M69 Grey",Contoso,"Akwa Ibom",198.00,77.97
1291,05-01-12,4.59333777,16.5,10,45.9333777,"Contoso Notebook Peripheral Kit M69 Grey",Contoso,Kebbi,165.00,119.07
1560,12-06-11,10.3584875,16.5,9,93.22638752,"Contoso Notebook Peripheral Kit M69 Grey",Contoso,Bauchi,148.50,55.27
7421,11/13/2013,9.557760694,13.5,8,76.46208556,"Contoso Education Supplies Bundle E200 Grey",Contoso,Kebbi,108.00,31.54
385,8/21/2012,6.290537175,13.5,12,75.4864461,"Contoso Education Supplies Bundle E200 Grey",Contoso,Abia,162.00,86.51
2205,5/24/2013,5.097584024,13.5,10,50.97584024,"Contoso Education Supplies Bundle E200 Grey",Contoso,Kaduna,135.00,84.02
2783,03-06-12,5.722765269,13.5,5,28.61382634,"Contoso Education Supplies Bundle E200 Grey",Contoso,Ondo,67.50,38.89
3315,5/19/2012,1.536754921,13.5,5,7.683774605,"Contoso Education Supplies Bundle E200 Grey",Contoso,Ondo,67.50,59.82
136,12/25/2013,8.470778641,11.5,18,152.4740155,"Contoso Desktop Alternative Bundle E200 Grey",Contoso,Imo,207.00,54.53
2885,02-10-12,4.217914059,11.5,4,16.87165624,"Contoso Desktop Alternative Bundle E200 Grey",Contoso,Delta,46.00,29.13
2591,03-02-14,71.00988057,95.95,9,639.0889252,"Contoso Power Inverter - DC to AC power inverter E900 Grey",Contoso,Imo,863.55,224.46
7309,1/31/2012,25.73194382,29.9,4,102.9277753,"Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey",Contoso,Rivers,119.60,16.67
1842,11-11-13,10.27270693,25.5,13,133.5451901,"Contoso Home/Office Laptop Power Adapter E300 Grey",Contoso,Ogun,331.50,197.95
2352,02-08-14,7.956522941,25.5,18,143.2174129,"Contoso Home/Office Laptop Power Adapter E300 Grey",Contoso,"Akwa Ibom",459.00,315.78
1438,4/25/2013,153.8367581,310,10,1538.367581,"The Phone Company Smart phones Unlocked International M800 Grey","The Phone Company","Akwa Ibom",3100.00,1561.63
3197,10-04-12,192.0572719,310,10,1920.572719,"The Phone Company Smart phones Unlocked International M800 Grey","The Phone Company",Kano,3100.00,1179.43
3267,04-05-12,141.5224385,310,20,2830.44877,"The Phone Company Smart phones Unlocked International M800 Grey","The Phone Company",Yobe,6200.00,3369.55
763,11/29/2012,28.61703476,129,6,171.7022086,"The Phone Company Smart phones without camera E100 White","The Phone Company",Ogun,774.00,602.30
1002,8/29/2014,39.1118181,129,18,704.0127257,"The Phone Company Smart phones without camera E100 White","The Phone Company",Anambra,2322.00,1617.99
1342,6/18/2014,35.8327764,129,24,859.9866335,"The Phone Company Smart phones without camera E100 White","The Phone Company",Gombe,3096.00,2236.01
34,4/27/2012,67.22890054,208,10,672.2890054,"The Phone Company Smart phones 160x160 M26 White","The Phone Company",Jigawa,2080.00,1407.71
936,5/15/2014,152.9110208,208,12,1834.932249,"The Phone Company Smart phones 160x160 M26 White","The Phone Company",Delta,2496.00,661.07
2429,3/22/2014,183.8093082,267,10,1838.093082,"The Phone Company Smart phones Unlocked M300 White","The Phone Company",Jigawa,2670.00,831.91
7381,11-07-12,233.8614414,300,13,3040.198739,"The Phone Company Smart phones Expert M400 White","The Phone Company",Anambra,3900.00,859.80
7433,8/13/2012,164.5534197,300,9,1480.980777,"The Phone Company Smart phones Expert M400 White","The Phone Company",Kaduna,2700.00,1219.02
912,11-07-12,146.2742414,300,13,1901.565138,"The Phone Company Smart phones Expert M400 White","The Phone Company",Oyo,3900.00,1998.43
3408,8/25/2013,3.650558705,300,12,43.80670446,"The Phone Company Smart phones Expert M400 White","The Phone Company",Bayelsa,3600.00,3556.19
2227,9/13/2013,287.8258774,869,10,2878.258774,"SV Car Video LCD9.2W X9281 Brown","Southridge Video",Bayelsa,8690.00,5811.74
2573,10/24/2013,511.0331417,869,8,4088.265134,"SV Car Video LCD9.2W X9281 Brown","Southridge Video",Edo,6952.00,2863.73
7257,02-05-14,17.55564517,329,9,158.0008065,"SV Car Video LCD7 M7001 Brown","Southridge Video",Katsina,2961.00,2803.00
2869,8/21/2013,697.0447724,1199,12,8364.537269,"Fabrikam Laptop19W M9800 Black",Fabrikam,Adamawa,14388.00,6023.46
1213,8/14/2012,182.9855551,879.9,24,4391.653322,"Fabrikam Laptop17W M7080 Black",Fabrikam,Enugu,21117.60,16725.95
3003,06-04-12,177.423514,879.9,12,2129.082168,"Fabrikam Laptop17W M7080 Black",Fabrikam,Anambra,10558.80,8429.72
7411,11-01-13,450.0240082,819,13,5850.312106,"Fabrikam Laptop17 M7000 Black",Fabrikam,Ebonyi,10647.00,4796.69
196,3/14/2014,42.71564529,819,10,427.1564529,"Fabrikam Laptop17 M7000 Black",Fabrikam,Ekiti,8190.00,7762.84
786,12/17/2013,639.3620367,819,8,5114.896294,"Fabrikam Laptop17 M7000 Black",Fabrikam,Oyo,6552.00,1437.10
7515,09-10-13,400.9673082,967,10,4009.673082,"Fabrikam Laptop16W M6080 Black",Fabrikam,Edo,9670.00,5660.33
52,10-04-14,249.9437733,967,10,2499.437733,"Fabrikam Laptop16W M6080 Black",Fabrikam,Gombe,9670.00,7170.56
2520,2/20/2014,293.563882,967,9,2642.074938,"Fabrikam Laptop16W M6080 Black",Fabrikam,Rivers,8703.00,6060.93
3100,04-05-12,398.1548016,967,10,3981.548016,"Fabrikam Laptop16W M6080 Black",Fabrikam,Kebbi,9670.00,5688.45
1896,1/21/2014,27.33467902,599,9,246.0121112,"Fabrikam Laptop16 M6000 Black",Fabrikam,Delta,5391.00,5144.99
2565,08-03-14,406.9715301,599,36,14650.97508,"Fabrikam Laptop16 M6000 Black",Fabrikam,Kebbi,21564.00,6913.02
1434,10/30/2013,217.0701172,366,8,1736.560938,"Fabrikam Laptop12 M2000 White",Fabrikam,Imo,2928.00,1191.44
759,9/30/2013,304.0174519,699,10,3040.174519,"Fabrikam Laptop15 M5000 White",Fabrikam,Ekiti,6990.00,3949.83
2452,5/15/2014,202.1520415,699,10,2021.520415,"Fabrikam Laptop15 M5000 White",Fabrikam,Gombe,6990.00,4968.48
2781,03-01-13,494.1874309,699,9,4447.686878,"Fabrikam Laptop15 M5000 White",Fabrikam,Taraba,6291.00,1843.31
3029,10/19/2014,67.49821515,699,8,539.9857212,"Fabrikam Laptop15 M5000 White",Fabrikam,Imo,5592.00,5052.01
32,11/30/2012,432.3227561,659,8,3458.582048,"Fabrikam Laptop15.4 M5400 White",Fabrikam,Lagos,5272.00,1813.42
3012,11-12-14,439.1532137,659,8,3513.22571,"Fabrikam Laptop15.4 M5400 White",Fabrikam,Sokoto,5272.00,1758.77
276,9/29/2013,108.1662055,586,20,2163.324111,"Fabrikam Laptop14.1 M4100 White",Fabrikam,Benue,11720.00,9556.68
278,08-08-13,128.5034669,586,12,1542.041603,"Fabrikam Laptop14.1 M4100 White",Fabrikam,Benue,7032.00,5489.96
1248,9/13/2013,125.8875329,586,10,1258.875329,"Fabrikam Laptop14.1 M4100 White",Fabrikam,Delta,5860.00,4601.12
1521,10-03-13,397.5046922,758,16,6360.075075,"Fabrikam Laptop15.4W M5480 White",Fabrikam,FCT,12128.00,5767.92
2066,6/25/2012,399.4339274,399,10,3994.339274,"Fabrikam Laptop12W M2080 Silver",Fabrikam,Borno,3990.00,-4.34
1072,03-07-12,385.1895343,384.9,10,3851.895343,"Fabrikam Laptop10.1 M0101 Silver",Fabrikam,Ondo,3849.00,-2.90
737,04-03-14,149.1674259,382.95,10,1491.674259,"Fabrikam Laptop12 M2001 Silver",Fabrikam,"Cross River",3829.50,2337.83
1414,04-11-14,192.4142568,382.95,10,1924.142568,"Fabrikam Laptop12 M2001 Silver",Fabrikam,"Cross River",3829.50,1905.36
1605,9/29/2012,283.3548428,456.9,10,2833.548428,"Fabrikam Laptop14.1W M4180 Red",Fabrikam,Katsina,4569.00,1735.45
2416,2/25/2014,159.3919002,456.9,12,1912.702802,"Fabrikam Laptop14.1W M4180 Red",Fabrikam,Osun,5482.80,3570.10
2578,08-08-14,6.077453432,456.9,10,60.77453432,"Fabrikam Laptop14.1W M4180 Red",Fabrikam,"Zamfara ",4569.00,4508.23
7601,11/22/2012,132.9113427,330,8,1063.290741,"Fabrikam Laptop14.1 E4101 Red",Fabrikam,Osun,2640.00,1576.71
2758,11/25/2013,192.3491355,326,13,2500.538762,"Fabrikam Laptop8.9 E8002 Red",Fabrikam,"Zamfara ",4238.00,1737.46
7539,12/22/2012,204.4610548,368,9,1840.149493,"Fabrikam Laptop12 M2002 Red",Fabrikam,Anambra,3312.00,1471.85
2645,10-12-14,353.9359755,368,13,4601.167682,"Fabrikam Laptop12 M2002 Red",Fabrikam,Borno,4784.00,182.83
1413,4/23/2014,211.4216593,380,10,2114.216593,"Fabrikam Laptop13.3 M3000 Red",Fabrikam,Kogi,3800.00,1685.78
1826,5/15/2014,22.91498342,389,10,229.1498342,"Fabrikam Laptop13.3W M3080 Red",Fabrikam,Ondo,3890.00,3660.85
7287,10/30/2012,327.2916247,699,24,7854.998992,"Adventure Works Laptop15 M1500 Black","Adventure Works",Kogi,16776.00,8921.00
30,11/24/2013,530.7448924,699,13,6899.683601,"Adventure Works Laptop15 M1500 Black","Adventure Works",Nasarawa,9087.00,2187.32
1381,02-09-13,146.5756458,699,12,1758.907749,"Adventure Works Laptop15 M1500 Black","Adventure Works",Benue,8388.00,6629.09
1480,09-01-14,565.491341,699,12,6785.896092,"Adventure Works Laptop15 M1500 Black","Adventure Works",Ekiti,8388.00,1602.10
1963,12-02-13,592.3434989,699,13,7700.465486,"Adventure Works Laptop15 M1500 Black","Adventure Works",Nasarawa,9087.00,1386.53
1511,9/23/2014,639.2447876,758,10,6392.447876,"Adventure Works Laptop15.4W M1548 Black","Adventure Works",Bayelsa,7580.00,1187.55
1679,11/14/2014,225.0920636,758,13,2926.196827,"Adventure Works Laptop15.4W M1548 Black","Adventure Works",Edo,9854.00,6927.80
2537,02-07-14,205.3961915,758,9,1848.565723,"Adventure Works Laptop15.4W M1548 Black","Adventure Works",Katsina,6822.00,4973.43
2497,11/28/2014,52.51297662,326,16,840.2076258,"Adventure Works Laptop8.9 E0890 Black","Adventure Works",Plateau,5216.00,4375.79
2920,06-10-14,41.58565917,326,24,998.05582,"Adventure Works Laptop8.9 E0890 Black","Adventure Works",Benue,7824.00,6825.94
3392,07-12-14,215.1766371,326,24,5164.239291,"Adventure Works Laptop8.9 E0890 Black","Adventure Works",Oyo,7824.00,2659.76
478,12/24/2013,390.7985232,1299,18,7034.373417,"Adventure Works Laptop19W X1980 White","Adventure Works",Ogun,23382.00,16347.63
1235,9/24/2014,304.4974512,382.95,10,3044.974512,"Adventure Works Laptop12 M1201 White","Adventure Works",Ogun,3829.50,784.53
2655,02-02-14,222.9726445,382.95,18,4013.5076,"Adventure Works Laptop12 M1201 White","Adventure Works",Plateau,6893.10,2879.59
2677,04-09-14,259.4437131,382.95,10,2594.437131,"Adventure Works Laptop12 M1201 White","Adventure Works",Taraba,3829.50,1235.06
345,6/22/2014,147.0766935,599,12,1764.920322,"Adventure Works Laptop16 M1601 White","Adventure Works",Rivers,7188.00,5423.08
814,01-04-13,42.01523385,599,8,336.1218708,"Adventure Works Laptop16 M1601 White","Adventure Works","Zamfara ",4792.00,4455.88
886,3/28/2014,48.55997959,599,18,874.0796326,"Adventure Works Laptop16 M1601 White","Adventure Works",Bauchi,10782.00,9907.92
1364,3/22/2012,369.4411349,599,18,6649.940427,"Adventure Works Laptop16 M1601 White","Adventure Works",Jigawa,10782.00,4132.06
3072,04-11-14,15.05234711,599,10,150.5234711,"Adventure Works Laptop16 M1601 White","Adventure Works",Kano,5990.00,5839.48
1212,11/24/2014,325.2873091,1299,6,1951.723855,"Adventure Works Laptop19W X1980 Silver","Adventure Works",Ebonyi,7794.00,5842.28
2013,8/19/2014,593.6344358,699,12,7123.61323,"Adventure Works Laptop15 M1501 Silver","Adventure Works",Kogi,8388.00,1264.39
2201,04-10-12,383.8125999,699,10,3838.125999,"Adventure Works Laptop15 M1501 Silver","Adventure Works",Niger,6990.00,3151.87
2058,07-06-12,135.9451148,599,9,1223.506033,"Adventure Works Laptop16 M1601 Silver","Adventure Works",Ebonyi,5391.00,4167.49
2482,3/30/2012,234.3074146,599,10,2343.074146,"Adventure Works Laptop16 M1601 Silver","Adventure Works",Katsina,5990.00,3646.93
2718,06-11-13,65.6499122,599,12,787.7989464,"Adventure Works Laptop16 M1601 Silver","Adventure Works",Adamawa,7188.00,6400.20
3299,8/19/2014,347.2283709,599,12,4166.740451,"Adventure Works Laptop16 M1601 Silver","Adventure Works",Enugu,7188.00,3021.26
985,02-06-13,261.7150924,758,9,2355.435831,"Adventure Works Laptop15.4W M1548 Silver","Adventure Works","Cross River",6822.00,4466.56
1078,2/23/2014,292.8960885,758,18,5272.129593,"Adventure Works Laptop15.4W M1548 Silver","Adventure Works",Sokoto,13644.00,8371.87
1099,12/31/2012,310.654718,758,18,5591.784924,"Adventure Works Laptop15.4W M1548 Silver","Adventure Works",Bauchi,13644.00,8052.22
3201,2/22/2013,23.02200974,758,9,207.1980876,"Adventure Works Laptop15.4W M1548 Silver","Adventure Works",Imo,6822.00,6614.80
7274,5/25/2013,122.0836678,326,10,1220.836678,"Adventure Works Laptop8.9 E0890 Silver","Adventure Works",Anambra,3260.00,2039.16
614,4/24/2012,115.8929262,326,5,579.464631,"Adventure Works Laptop8.9 E0890 Silver","Adventure Works",Rivers,1630.00,1050.54
1748,11/30/2012,230.1484108,326,6,1380.890465,"Adventure Works Laptop8.9 E0890 Silver","Adventure Works",Lagos,1956.00,575.11
2264,03-10-12,798.1902002,999,10,7981.902002,"WWI Projector 720p DLP56 Black","Wide World Importers",Kano,9990.00,2008.10
3314,4/26/2012,53.18736493,999,10,531.8736493,"WWI Projector 720p DLP56 Black","Wide World Importers",Benue,9990.00,9458.13
1524,9/28/2012,57.51696301,229,10,575.1696301,"WWI Projector 480p LCD12 Black","Wide World Importers",Ebonyi,2290.00,1714.83
1988,6/19/2014,16.67301675,21.57,24,400.1524019,"WWI Screen 113in M1610 Black","Wide World Importers",Katsina,517.68,117.53
2629,3/15/2013,11.0597826,21.57,24,265.4347825,"WWI Screen 113in M1610 Black","Wide World Importers",Ekiti,517.68,252.25
3104,12-12-13,175.4361204,251,13,2280.669565,"WWI Screen 106in M1609 Black","Wide World Importers",Kano,3263.00,982.33
425,2/28/2014,155.0046497,190,18,2790.083694,"WWI Screen 100in M1609 Black","Wide World Importers",Kebbi,3420.00,629.92
1010,5/30/2014,98.90580707,190,24,2373.73937,"WWI Screen 100in M1609 Black","Wide World Importers",Abia,4560.00,2186.26
1494,01-04-13,100.9540909,190,8,807.6327272,"WWI Screen 100in M1609 Black","Wide World Importers",Nasarawa,1520.00,712.37
1648,3/28/2013,109.1405748,190,10,1091.405748,"WWI Screen 100in M1609 Black","Wide World Importers",Rivers,1900.00,808.59
1831,9/22/2012,43.70425619,190,5,218.521281,"WWI Screen 100in M1609 Black","Wide World Importers",Enugu,950.00,731.48
2396,08-08-14,170.589871,190,18,3070.617678,"WWI Screen 100in M1609 Black","Wide World Importers",Niger,3420.00,349.38
172,7/13/2012,22.04066533,139,5,110.2033266,"WWI Screen 85in E1010 Black","Wide World Importers",Rivers,695.00,584.80
727,11/23/2012,83.14587116,139,6,498.875227,"WWI Screen 85in E1010 Black","Wide World Importers",Edo,834.00,335.12
113,9/15/2013,601.4158616,2295,10,6014.158616,"WWI Projector 1080p LCD86 White","Wide World Importers",Kogi,22950.00,16935.84
2661,10/21/2013,100.2048487,2295,13,1302.663033,"WWI Projector 1080p LCD86 White","Wide World Importers","Zamfara ",29835.00,28532.34
1795,10/19/2013,429.1966177,2499,13,5579.55603,"WWI Projector 1080p DLP86 White","Wide World Importers",Bauchi,32487.00,26907.44
1752,5/23/2012,758.1119842,999,30,22743.35953,"WWI Projector 720p DLP56 White","Wide World Importers",FCT,29970.00,7226.64
1870,01-09-13,852.3869813,999,12,10228.64378,"WWI Projector 720p DLP56 White","Wide World Importers","Zamfara ",11988.00,1759.36
573,12/30/2013,6.135618634,229,13,79.76304224,"WWI Projector 480p LCD12 White","Wide World Importers",Ebonyi,2977.00,2897.24
2419,10/16/2012,192.8569681,229,13,2507.140585,"WWI Projector 480p LCD12 White","Wide World Importers",Gombe,2977.00,469.86
1814,8/16/2012,75.87049548,499,9,682.8344593,"WWI Projector 480p DLP12 White","Wide World Importers",Abia,4491.00,3808.17
3295,08-08-13,196.7279626,499,9,1770.551663,"WWI Projector 480p DLP12 White","Wide World Importers",Imo,4491.00,2720.45
7467,1/22/2013,160.787547,299,9,1447.087923,"WWI Screen 113in M1610 White","Wide World Importers",Kogi,2691.00,1243.91
44,1/14/2013,190.2505381,251,9,1712.254843,"WWI Screen 106in M1609 White","Wide World Importers","Akwa Ibom",2259.00,546.75
2509,5/13/2013,157.336889,251,10,1573.36889,"WWI Screen 106in M1609 White","Wide World Importers",Nasarawa,2510.00,936.63
7251,9/21/2013,95.28618723,139,10,952.8618723,"WWI Screen 85in E1010 White","Wide World Importers",Bauchi,1390.00,437.14
238,10/15/2012,38.01316992,139,6,228.0790195,"WWI Screen 85in E1010 White","Wide World Importers",Ondo,834.00,605.92
1280,4/14/2014,44.50723375,139,20,890.144675,"WWI Screen 85in E1010 White","Wide World Importers",Jigawa,2780.00,1889.86
2233,08-06-14,31.25134287,139,18,562.5241716,"WWI Screen 85in E1010 White","Wide World Importers","Zamfara ",2502.00,1939.48
2503,5/23/2012,81.38939293,139,5,406.9469646,"WWI Screen 85in E1010 White","Wide World Importers","Cross River",695.00,288.05
1066,10/16/2014,6.178593951,20.96,26,160.6434427,"Contoso Wireless Laser Mouse E50 Grey",Contoso,Gombe,544.96,384.32
2591,03-02-14,71.00988057,95.95,9,639.0889252,"Contoso Wireless Notebook Optical Mouse X205 Silver",Contoso,Imo,863.55,224.46
1190,3/25/2013,7.649769404,13,9,68.84792464,"Contoso Optical Wheel OEM PS/2 Mouse E60 Grey",Contoso,Imo,117.00,48.15
1985,03-09-13,0.590623985,13,10,5.906239855,"Contoso Optical Wheel OEM PS/2 Mouse E60 Grey",Contoso,Kwara,130.00,124.09
2428,7/22/2013,9.105489923,13,10,91.05489923,"Contoso Optical Wheel OEM PS/2 Mouse E60 Grey",Contoso,"Cross River",130.00,38.95
545,8/19/2013,4.454453139,13,12,53.45343766,"Contoso Optical Wheel OEM PS/2 Mouse E60 Black",Contoso,Taraba,156.00,102.55
1122,01-01-14,7.148167373,13,26,185.8523517,"Contoso Optical Wheel OEM PS/2 Mouse E60 Black",Contoso,Kwara,338.00,152.15
2501,02-01-14,2.404036038,13,18,43.27264868,"Contoso Optical Wheel OEM PS/2 Mouse E60 Black",Contoso,Borno,234.00,190.73
2575,2/26/2012,11.97950905,13,4,47.91803619,"Contoso Optical Wheel OEM PS/2 Mouse E60 White",Contoso,Bayelsa,52.00,4.08
2691,02-10-12,1.537221818,13,4,6.14888727,"Contoso Optical Wheel OEM PS/2 Mouse E60 Silver",Contoso,Borno,52.00,45.85
2732,6/19/2014,3.769648334,13,24,90.47156,"Contoso Optical Wheel OEM PS/2 Mouse E60 Silver",Contoso,Taraba,312.00,221.53
978,12/16/2013,97.55909201,150,9,878.0318281,"Contoso Bluetooth Notebook Mouse X305 Silver",Contoso,Plateau,1350.00,471.97
495,07-02-12,29.7246066,50,6,178.3476396,"Contoso Bluetooth Notebook Mouse E70 Black",Contoso,Jigawa,300.00,121.65
2807,7/25/2012,26.14182994,50,6,156.8509796,"Contoso Bluetooth Notebook Mouse E70 Black",Contoso,Oyo,300.00,143.15
2813,6/30/2013,19.21117515,50,10,192.1117515,"Contoso Bluetooth Notebook Mouse E70 Black",Contoso,Gombe,500.00,307.89
